course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,Matthias Kentzia,https://www.udemy.com/course/unit-testing-angularjs/,"Learn how to use Karma, Jasmine and Istanbul to quickly set up automated unit tests for your AngularJS applications",4.2,594 reviews,2.5 total hours,All Levels
Python Programming & Software Design For Absolute Beginners,Academy of Computing & Artificial Intelligence,https://www.udemy.com/course/python-programming-software-design-for-absolute-beginners/,No prior programming knowledge? No problem. Get hands-on coding # Beginners Guide to Programming and Software Design,4.3,594 reviews,4 total hours,All Levels
Azure Serverless - Hands on Learning!,Cloud Shikshak,https://www.udemy.com/course/azure-serverless-hands-on-learning/,"Build secure serverless applications with Azure Function, Cosmos DB, API Management, Azure ADB2C and Azure Blob Storage",4.6,593 reviews,4.5 total hours,All Levels
Advanced Automation Testing with Quick Test Pro (QTP) or UFT,QAEversity .,https://www.udemy.com/course/automation-testing-using-quick-test-pro-qtp-training/,Become an expert automation tester through this award winning HP Quick Test Professional (QTP)/ UFT course,4.0,593 reviews,8 total hours,All Levels
Complete C# Programming Course – Beginner to Expert,Robert Gioia,https://www.udemy.com/course/complete-c-sharp-programming-course-beginner-to-expert/,"Learn Professional C# Coding! 27 Hours of Content, 7 Hands-On Projects, 2 Unity 3D Games, 16 Coding Exercises, and more!",4.4,593 reviews,26.5 total hours,All Levels
CodeIgniter 4: Build a Complete Web Application from Scratch,Dave Hollingworth,https://www.udemy.com/course/codeigniter-from-scratch/,Learn how to build fully-featured web applications with the most popular lightweight PHP MVC framework,4.7,592 reviews,10 total hours,All Levels
Machine Learning Regression Masterclass in Python,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team",https://www.udemy.com/course/machine-learning-regression-masterclass-in-python/,"Build 8+ Practical Projects and Master Machine Learning Regression Techniques Using Python, Scikit Learn and Keras",4.7,591 reviews,10.5 total hours,Beginner
Java for beginners (Core concepts): Easy course on Java,"StudyEasy Organisation, Chaand Sheikh",https://www.udemy.com/course/java-free/,It's would be among best Java course for beginners,4.3,590 reviews,12 total hours,Beginner
Apache Spark 3 - Real-time Stream Processing using Python,"Prashant Kumar Pandey, Learning Journal",https://www.udemy.com/course/spark-streaming-using-python/,Learn to create Real-time Stream Processing applications using Apache Spark,4.6,590 reviews,4.5 total hours,Intermediate
Full Android Development Masterclass | 14 Real Apps-46 Hours,"Oak Academy, Mehmet ÖNGEL",https://www.udemy.com/course/full-android-course-with-14-real-apps-42-hours/,"The most comprehensive Android app development course, learn android development with Android Studio & Java and level up",4.6,589 reviews,46 total hours,All Levels
"Complete Guide To Making Apps: 250,000+ Downloads",Michael Assadi,https://www.udemy.com/course/complete-guide-to-making-apps-how-i-got-over-250k-downloads/,Learn how to create a successful mobile app business without prior experience,4.4,589 reviews,6 total hours,All Levels
AJAX JSON JavaScript Dynamic and Interactive Web Content,Laurence Svekis,https://www.udemy.com/course/ajax-course/,Learn how to use AJAX to send data to your web server and get response data back to output in your web application,4.5,588 reviews,10.5 total hours,Intermediate
Starting with Quarkus,Antonio Goncalves,https://www.udemy.com/course/quarkus-starting-with-quarkus/,Start using Quarkus: the Supersonic Subatomic Java toolkit,4.6,588 reviews,3.5 total hours,Beginner
Learn Modern JavaScript: Getting Started,Steven Hancock,https://www.udemy.com/course/learn-modern-javascript-getting-started/,JavaScript for Beginners; In Depth Training to truly Learn JavaScript; Gets You Started as a JavaScript Programmer,4.6,587 reviews,13.5 total hours,Beginner
Projects in Machine Learning : Beginner To Professional,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",https://www.udemy.com/course/machine-learning-for-absolute-beginners/,A complete guide to master machine learning concepts and create real world ML solutions,4.2,586 reviews,15.5 total hours,All Levels
New to Unix/Linux? Be an Expert in a MONTH-Shell Script 2021,Testing World,https://www.udemy.com/course/step-by-step-unix/,Step by Step Unix - Linux Commands |Grep in Detail | File and Folder operations | Best Practices | Quiz & Exercise,4.6,586 reviews,11 total hours,All Levels
Unreal Engine:  Create an Arcade Classic!,Greg Wondra,https://www.udemy.com/course/unreal-engine-4-create-an-arcade-classic/,"Like ""Fortnite?""  Master the tools used to build it as we re-create an arcade classic using the Unreal Engine.",4.5,585 reviews,26.5 total hours,All Levels
WordPress Intermediate Skills,Andrew Williams,https://www.udemy.com/course/wordpress-intermediate/,"If you use WordPress, this course takes you beyond the basics and teaches you skills essential to all WordPress users.",4.5,584 reviews,8.5 total hours,Intermediate
The Windows Presentation Foundation WPF Guide for beginners,"Denis Panjuta, Tutorials.eu by Denis Panjuta",https://www.udemy.com/course/the-windows-presentation-foundation-wpf-course-for-beginners/,Become an Advanced WPF Developer Who Can Handle XAML and Code Behind in His/Her Sleep And Build Beautiful GUIs,4.5,584 reviews,16 total hours,All Levels
"Mastering Django - AJAX, Class Based Views, Forms",Nick Walter,https://www.udemy.com/course/mastering-django-part-1-forms-class-based-views-ajax/,"Master your skills as a Django developer by learning advanced techniques - Pipenv, Seed Data, External API, Auth Views",4.7,584 reviews,5 total hours,All Levels
ETL Framework for Data Warehouse Environments,Sid Inf,https://www.udemy.com/course/etl-framework-for-data-warehouse-environments/,The non functional ETL requirements,3.7,583 reviews,6.5 total hours,Beginner
Git by Example,"Jose Salvatierra, Teclado by Jose Salvatierra",https://www.udemy.com/course/git-version-control/,"Learn Git for teamwork and error control, in the terminal and a visual interface",4.5,583 reviews,3 total hours,Intermediate
Make Unity 3D interactive games with Fungus - no coding!,"Paul McGrath, Chris Gregan",https://www.udemy.com/course/make-interactive-games-with-fungus-unity3d-no-coding-required/,"Make Branching narrative, point & click and hidden object games all without writing code.",4.8,583 reviews,8 total hours,Beginner
Linux Shell Programming for Beginners,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/linux-shell-programming-for-beginners/,The Complete course to master Bash shell scripting for Linux,4.0,582 reviews,9.5 total hours,All Levels
Learn Java the Easy Way: Build Desktop & Android Mobile Apps,Bryson Payne,https://www.udemy.com/course/java-the-easy-way/,"A Hands-On Introduction to Programming in Java on PC, Mac, Linux and Android Devices.",4.5,582 reviews,12 total hours,Beginner
Introduction to industry REST microservices in Golang (Go),Federico León,https://www.udemy.com/course/golang-the-ultimate-guide-to-microservices-in-go-part-1/,Everything you need to get serious about microservices design & development in Golang: From design to production metrics,4.3,582 reviews,16 total hours,All Levels
Complete PHP from Scratch for Beginners,Srini Vanamala,https://www.udemy.com/course/ultimate-php-course-for-absolute-beginners/,Start your Career as Back End Web Developer with lots of Practical Examples and Exercises. Skills Guaranteed.,3.8,581 reviews,17.5 total hours,Beginner
Vuetify: Create an App with Vue JS & Vuex - in 5 Hours!,Danny Connell,https://www.udemy.com/course/vuetify-vuejs-vuex/,"Create a Gorgeous Todo App with Vuetify, Vue JS & Vuex - using many different Vuetify Components!",4.7,581 reviews,5.5 total hours,All Levels
Typescript Bootcamp: Beginner To Advanced (2022 Edition),Angular University,https://www.udemy.com/course/complete-typescript-2-course/,"Learn Typescript theory in depth, then apply it in practical projects: Node REST API with Express, TypeORM and more",4.8,581 reviews,14.5 total hours,All Levels
Learn Flowcharting and Pseudocode. Be a better programmer!,Richard Vannoy II,https://www.udemy.com/course/flowchartingcourse/,Learn the 2 most important skills in a programmer's tool box. Simplify your learning curve for any programming language.,4.9,581 reviews,6 total hours,Beginner
"React, Redux, & Enzyme - Introducing Apps & Tests",David Joseph Katz,https://www.udemy.com/course/react-testing/,"Build 3 React apps with full tests. Get in demand by adding Jest, Enzyme, ES6, React JS, and Redux to your skill set!",3.6,581 reviews,8.5 total hours,All Levels
Modding By Kaupenjoe: Minecraft Modding for beginners (1.16),Kaupenjoe (Nico),https://www.udemy.com/course/make-a-minecraft-mod-minecraft-modding-for-beginners-116/,Learn Minecraft Modding and Java. Thorough Java introduction included. Everything beginner friendly and for all ages!,3.6,580 reviews,15 total hours,All Levels
Computer Vision on Raspberry Pi - Beginner to Advanced,"Dr. Steven Fernandes, Ramesh Nayak",https://www.udemy.com/course/image-processing-on-raspberry-pi/,Build Real-World Computer Vision Applications on Raspberry Pi and Learn Basics of Neural Networks using Google Colab,3.7,580 reviews,9 total hours,Beginner
PCB Designing (with 3D Model) in Orcad [2022],Rajandeep Singh,https://www.udemy.com/course/orcad2019/,"Schematic in OrCAD Capture CIS, Printed Circuit Board, BOM,Footprints, 3D Model,Routing and Gerber files for Arduino UNO",4.6,580 reviews,12.5 total hours,All Levels
"Building a Crafting Game, with GameMaker",Gurpreet Singh Matharoo,https://www.udemy.com/course/crafting/,Learn the ins and outs of GameMaker while developing your own resource gathering game!,4.8,580 reviews,6 total hours,Beginner
Complete Vuejs Course: Vue.js + Nuxt.js + PHP + Express.js,OnlyKiosk Tech,https://www.udemy.com/course/vuejs-for-students-with-zero-es6-foundation/,"VueJS, Command Line, Babel, NPM, Webpack, Vue JS CLI, Vue.js Router, VueX, Axios, iView, Express.js, Nuxt.js",4.2,579 reviews,18 total hours,All Levels
Reactive Microservices with Spring WebFlux,Vinoth Selvaraj,https://www.udemy.com/course/spring-webflux/,Build highly scalable and resilient Microservices with Spring WebFlux / Reactive Stack,4.6,578 reviews,10 total hours,All Levels
Angular 2 & TypeScript Beginner Web Development,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/angular2/,Angular 2 web development for beginners with TypeScript & Firebase,3.4,578 reviews,19.5 total hours,Beginner
React JS Course - Getting Started Guide to Beginners,Fatah Gabrial,https://www.udemy.com/course/complete-react-js-course-for-beginners-project-included/,Learn Fundamentals of React JS from Scratch. Getting Started guide for Beginners in Building Modern Web Apps in React JS,4.0,577 reviews,1.5 total hours,All Levels
Testing Spring Boot Application with JUnit and Mockito,Ramesh Fadatare (Java Guides),https://www.udemy.com/course/testing-spring-boot-application-with-junit-and-mockito/,"Unit tests and Integration tests for Spring Boot App using JUnit, Mockito, AssertJ, Hamcrest, JsonPath, & Testcontainers",4.5,577 reviews,8.5 total hours,Intermediate
Roblox Advanced Coding Course,Brendon Ross,https://www.udemy.com/course/robloxadvancedcodingcourse/,Grow your basic scripting skills.  Learn to make more complex games and have your scripts work together in your own game,4.3,576 reviews,10 total hours,Intermediate
The SQL Programming Essentials 2022 Immersive Training,"SDE Arts | Octavo, Ahmed Ibrahim",https://www.udemy.com/course/the-sql-programming-essentials-immersive-training/,"Learn SQL Programming step by step and know how it works. Building, Accessing and Manipulating databases and tables",4.4,574 reviews,3.5 total hours,All Levels
Learn Programming in Python With the Power of Animation,Miltiadis Saratzidis,https://www.udemy.com/course/learn-programming-in-python-with-the-power-of-animation/,"A Programming Course in Python, great for beginners. It will teach you Python from scratch using Animation & programming",3.9,573 reviews,2 total hours,Beginner
RA: Data Science and Supply Chain analytics. A-Z with Python,Haytham Omar,https://www.udemy.com/course/ra-data-science-and-supply-chain-analytics-a-z-with-python/,"Learn Python, Supply Chain Data Science ,Linear Programming, Forecasting, Pricing and Inventory Management.",4.5,573 reviews,37 total hours,All Levels
ASP.Net Web Forms Live Project,Manzoor Ahmed,https://www.udemy.com/course/aspnet-web-app-on-3-tier-architecture/,RealTime End To End Implementation,4.4,573 reviews,5.5 total hours,All Levels
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,Ryan Bonhardt,https://www.udemy.com/course/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/,"The fastest way to learn HTML5/CSS3 & how to build websites that wow. Great for designers, entrepreneurs, & beginners!",4.4,573 reviews,11 total hours,All Levels
Complete Cucumber Framework for BDD,Tim Short,https://www.udemy.com/course/cucumber-framework-for-behavior-driven-development/,Write Gherkin feature files and Java Selenium glue code to test web apps in behavior-driven development using Cucumber,3.6,573 reviews,2.5 total hours,All Levels
Master Bootstrap 5 with 6 projects and Sass customization,Jeppe Schaumburg Jensen,https://www.udemy.com/course/bootstrap-5-responsive-web-design-and-development/,"Master all parts of Bootstrap 5 and customization with Sass using Learning Kit, coding exercises, quizzes and much more.",4.2,572 reviews,21 total hours,All Levels
Digital Signal Processing  (DSP)  From Ground Up™ in  C,"Israel Gbati, BHM Engineering Academy",https://www.udemy.com/course/digital-signal-processing-dsp-from-ground-uptm-in-c/,"Practical DSP in C :  FFT, Filter Design, Convolution, IIR, FIR, Hamming Window, Linear Systems, Chebyshev filters etc",4.4,572 reviews,8 total hours,All Levels
Mobile App Development with PhoneGap,Dollar Design School,https://www.udemy.com/course/mobile-app-development-with-phonegap/,Create Apps for iOS and Android with HTML5 and Javascript,3.1,571 reviews,5.5 total hours,Intermediate
SOLID Software Architecture: Complete Guide with Coding Examples,Binary Brain,https://www.udemy.com/course/solid-software-architecture-complete-guide-with-c-examples/,"Become a better developer: Learn software architecture techniques and develop code that is more robust, flexible, understandable and maintainable.",4.0,571 reviews,1 total hour,All Levels
"Instant Test Driven Development with Java, JUnit and Mockito",Ashley Frieze,https://www.udemy.com/course/instant-test-driven-development-with-junit/,"Go from Zero to Hero with Java, JUnit and clean, tested code.",4.5,570 reviews,4 total hours,All Levels
Kubernetes from A to Z™,"Stefan Thorpe, Samy Mkacher",https://www.udemy.com/course/kubernetes-for-beginners/,"Master the best open-source system for automating deployment, scaling and managing containerized applications.",3.8,570 reviews,2 total hours,Beginner
Build A Multiplayer Kart Racing Game In Unity V.2019,"Penny de Byl, Penny @Holistic3D.com",https://www.udemy.com/course/kart-racing/,"Learn all about vehicle physics, game mechanics, AI, and networking for multiplayer kart racing experiences.",4.7,569 reviews,14.5 total hours,Beginner
"Rocking AWS CloudFormation, CDK with DevOps, Interview Guide",Rajdeep Saha | Cloud Architect @Fortune10 Company,https://www.udemy.com/course/rocking-aws-cloudformation-cdk-with-devops-interview-guide/,"Learn AWS CloudFormation, SAM and CDK from AWS expert. Run template using DevOps Tools (Jenkins,Terraform,CodePipeLine).",4.5,568 reviews,10 total hours,All Levels
Angular 12 - Complete Beginner's Guide 2021 [Step by Step],Navin Balla,https://www.udemy.com/course/learning-angular/,"Front End Web Development, Component, Service, Route, Module, Decorator, HTTPClient, Typescript, Angular.js successor",4.3,568 reviews,6 total hours,Beginner
Practical Java concurrency with the Akka Actor Model,"Matt Greencroft, Virtual Pair Programmers",https://www.udemy.com/course/practical-java-concurrency-with-the-akka-actor-model/,"Learn how to avoid thread-safety issues, synchronization and blocking with a really practical hands-on course",4.6,568 reviews,7 total hours,Intermediate
Full-Stack Web Development For Beginners,Bluelime Learning Solutions,https://www.udemy.com/course/full-stack-web-development-for-beginners/,"Learn  Frontend and Backend Web Development Using: HTML, CSS, JAVASCRIPT, NODE, SQL,POSTGRESQL,REACT,RESTful APIs",3.7,568 reviews,37 total hours,Beginner
Construct 3 - The Complete Game Creation Learning Course,Mihai Morosanu,https://www.udemy.com/course/construct-3/,Learn how to create games in Construct 3 (successor of construct 2) from zero all the way to uploading to  play stores.,3.2,567 reviews,8.5 total hours,Beginner
Ansible Automation For Beginners to Advance - Step by Step,Up Degree,https://www.udemy.com/course/ansible-the-complete-automation-hands-on-guide-devops-beginners/,"Mastering Ansible, Ansible AWS, Ansible Tower, Automation, Network",2.7,567 reviews,4 total hours,All Levels
Learn Cloud Computing from Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/learn-cloud-computing-from-scratch/,A Quick Introduction to Cloud Computing Technologies and Ecosystem,3.5,566 reviews,2.5 total hours,All Levels
PCB Design a Tiny Arduino In Altium CircuitMaker,Augmented Startups,https://www.udemy.com/course/pcb-design-a-tiny-arduino-in-altium-circuitmaker/,Learn Printed Circuit Board (PCB) design by creating your own Tiny Arduino Nanite in Altium CircuitMaker.,4.4,565 reviews,2 total hours,All Levels
"The Complete Web Development Course with PHP, PDO & MySQL",Md. A. Barik,https://www.udemy.com/course/the-complete-web-development-course-with-php-pdo-mysql/,Learn Everything  to be a Professional PHP Developer by Building Fully Functional Website with Admin Panel,4.1,565 reviews,11.5 total hours,All Levels
CSS And Javascript Crash Course,PROPER DOT INSTITUTE,https://www.udemy.com/course/css-and-javascript-crash-course/,Learn CSS And JavaScript Programming Language With Practical Interaction,4.1,565 reviews,1 total hour,Beginner
NodeJs: Beginner Practical Guide - E-Commerce Web API [2022],Fadi Nouh,https://www.udemy.com/course/nodejs-build-complete-ecommerce-web-api/,"With Express and MongoDB Cloud Version (Atlas), Build a Full E-Shop from Setup to Production",4.7,565 reviews,6 total hours,Intermediate
Graph Theory Algorithms for Competitive Programming (2022),"Prateek Narang, Apaar Kamal, Coding Minutes",https://www.udemy.com/course/graph-theory-algorithms-for-competitive-programming/,"Learn Graphs Algorithms in Computer Science & Mathematics, theory + hands-on coding and ace Competitive Coding problems!",4.4,564 reviews,23 total hours,All Levels
The Ultimate Excel VBA Arrays Course,Daniel Strong,https://www.udemy.com/course/the-ultimate-excel-vba-arrays-course/,Learn To Manipulate Data Invisibly and At Lightning Speeds with Arrays!,4.6,564 reviews,4 total hours,All Levels
Learn HTML5 In-Depth - With Real-World Examples,Suraj Shinde,https://www.udemy.com/course/learn-html5-in-depth-with-real-world-examples/,If you want to learn HTML5 in detail then this course is for you!,4.5,564 reviews,3.5 total hours,Beginner
Practice advanced SQL queries with MySQL 5.7+,Michal Juhas,https://www.udemy.com/course/practice-advanced-sql-with-mysql/,Build on your current knowledge and get to a next level in SQL. Learn by writing - lots of examples are waiting for you.,4.4,564 reviews,5 total hours,Expert
Learn Unity's Entity Component System to Optimise Your Games,"Penny de Byl, Penny @Holistic3D.com",https://www.udemy.com/course/unitydots/,Update your Unity programming skills to take advantage of the new Data Orientated Technology Stack and Burst Compiler,4.3,563 reviews,13 total hours,Intermediate
Qt Quick and QML - Intermediate (Qt 5) : Interfacing to C++,Daniel Gakwaya,https://www.udemy.com/course/interfacing-qt-quick-qml-to-cpp-intermediate/,Connect Your  Fluid and Dynamic Qt Quick(QML) User Interface to a Powerful C++ Back End,4.6,563 reviews,5.5 total hours,Intermediate
Learn the Python 3 Programming Language,Fettah Ben,https://www.udemy.com/course/python-3-course/,"Learn Python 3 with this interactive course, and get a handle on the most popular programming language in the world.",4.1,563 reviews,4.5 total hours,Beginner
No Nonsense Python: learn Python basics and start coding,Kieran Keene,https://www.udemy.com/course/no-nonsense-python/,Because nobody becomes an expert developer by taking a 30 hour course.,4.5,562 reviews,1 total hour,Beginner
Intro to Airplane Physics in Unity 3D - 2017 & 2018,Indie - Pixel,https://www.udemy.com/course/intro-to-airplane-physics-in-unity-3d/,Learn how to build your very own Custom Airplane Physics with Unity & C#,4.7,562 reviews,20.5 total hours,Beginner
HTML - Introduction to HTML Web Development,"Kyle Pew, Office Newb",https://www.udemy.com/course/intro-to-html-web-development/,Learn HTML and Master the Building Blocks of HTML Web Development,4.6,561 reviews,5.5 total hours,Beginner
The Complete LibGDX Game Course Using Java,Awesome Tuts,https://www.udemy.com/course/the-complete-libgdx-game-course/,"Learn How To Plan, Design, And Create Your Games Using LibGDX Java's Game Development Framework",3.9,560 reviews,20.5 total hours,Beginner
Java Lambda & Streams [Examples With Selenium WebDriver],Vinoth Selvaraj,https://www.udemy.com/course/java-8-and-beyond-for-testers/,"Learn Java 8 Lambda, Stream, Functional Style Programming & How To Apply Them In Test Automation to be a rock solid SDET",4.8,560 reviews,13 total hours,All Levels
Drupal 8 for Beginners,Packt Publishing,https://www.udemy.com/course/drupal-8-for-beginners/,Explore the power of Drupal 8 and create efficient and fast Drupal 8 applications from scratch,4.1,560 reviews,4 total hours,Beginner
Crash Course to Learn Python coding from basic beginning,"Edu Mark, Kewal Shah",https://www.udemy.com/course/learn-python-coding-from-basic-beginning-to-master/,Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games!,3.4,559 reviews,3.5 total hours,Beginner
Blazor WebAssembly Full Stack Bootcamp with .NET 5,Patrick God,https://www.udemy.com/course/blazor-webassembly/,"Build an online browser game from scratch using Blazor WebAssembly, Web API, Entity Framework & SQL Server with .NET 5.",4.8,559 reviews,17.5 total hours,All Levels
Akka HTTP with Scala | Rock the JVM,Daniel Ciocîrlan,https://www.udemy.com/course/akka-http/,A must-have for Scala and Akka developers: write reactive microservices and REST APIs with Akka HTTP and Scala,4.9,558 reviews,10 total hours,Expert
Build Complete School Management System Using PHP Framework,Olawuyi Segun Orisunola,https://www.udemy.com/course/build-complete-school-system-using-php-codeigniter-framework/,This is the only course where erp software is fully developed using the most simpliest approach but very secure,4.3,558 reviews,78 total hours,All Levels
Vagrant Quick Start: Virtualized Development Environments,Jason Taylor,https://www.udemy.com/course/vagrant-quick-start/,"An introduction to setting up and managing development server virtual machines using Vagrant, Virtual Box, and Linux",3.1,557 reviews,2 total hours,Beginner
Object Oriented Programming for beginners - Using Python,Bluelime Learning Solutions,https://www.udemy.com/course/object-oriented-programming-for-beginners-using-python/,Learn and understand object oriented programming step by step,4.3,557 reviews,3 total hours,Beginner
Advanced Android - Architecture with Dagger 2 and more,Brandon Gogetap,https://www.udemy.com/course/advanced-android/,"Learn to build production-grade Android apps, not just make them ""work""",4.8,556 reviews,8 total hours,Intermediate
HTML5 Masterclass: Your Complete Beginner to Advanced Class,MD TAFSIRUL HAQUE DANISH,https://www.udemy.com/course/the-advanced-html5-bootcamp/,The easiest way to learn HTML5 step-by-step from scratch.,4.1,556 reviews,7 total hours,All Levels
Learn TestNG using IntelliJ IDEA,Pavan Kumar,https://www.udemy.com/course/learn-testng-using-intellij-idea/,TestNG Framework using IntelliJ IDE for Selenium Automation Testers,4.4,555 reviews,3 total hours,All Levels
Project in DevOps - Build Real World Processes,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",https://www.udemy.com/course/project-in-devops-build-real-world-processes/,"A comprehensive resource to master DevOps . Learn Vagrant, Docker, Ansible, Git and Jenkins in one single course",3.7,554 reviews,9 total hours,Intermediate
Learn Micronaut - cloud native microservices with Java,Daniel Prinz,https://www.udemy.com/course/learn-micronaut/,"Micronaut is a modern, full-stack framework for the cloud which can run natively on GraalVM",3.8,554 reviews,9.5 total hours,All Levels
iOS 12 & Xcode 10 - Complete Swift 4.2 & Objective-C Course,Aaron Caines,https://www.udemy.com/course/ios-12-xcode-10/,A Complete iOS 12 and Xcode 10 Course with Swift 4.2 & Objective-C,3.8,553 reviews,72.5 total hours,All Levels
Python & Django Framework Course: The Complete Guide,Fatah Gabrial,https://www.udemy.com/course/complete-guide-python-django-framework/,Get started with Python 3 & Django 3 Framework. Build Dynamic Web Applications from Scratch,4.6,553 reviews,5 total hours,All Levels
C++ Programming Essentials for Beginners,"Prateek Narang, Coding Minutes",https://www.udemy.com/course/c-plus-plus-programming-beginners/,Beginner friendly course to learn C++ programming in a fun & easy way and enter the world of computer science!,4.4,553 reviews,19.5 total hours,All Levels
The Complete Introduction to New Relic One [With APM],Vaga Notes,https://www.udemy.com/course/the-complete-introduction-to-new-relic-one/,Become a New Relic Master with this hands on course  [ Focused on APM ],4.5,552 reviews,2.5 total hours,Beginner
Build UBER Clone App Using Flutter and Firebase (2020),Ufinix Academy,https://www.udemy.com/course/flutter-uber-clone-app-with-firebase/,Learn advanced Flutter concepts by building a functional Uber Clone app using Firebase & Flutter (Android & iOS),3.8,552 reviews,15.5 total hours,All Levels
HTML5 & CSS3 Complete Course: Build Websites like a Pro,Meta Brains,https://www.udemy.com/course/html5-css-fundamentals/,Learn how to build websites from scratch with HTML and CSS in a course designed to take you from beginner to expert,4.3,550 reviews,4.5 total hours,Beginner
Modern Android App Development Bootcamp With Kotlin 2020,Abd Alwahab,https://www.udemy.com/course/the-android-development-bootcamp-2019/,Learn Android App Development With Kotlin From the Beginning All the Way to Advanced Topic With the Most Easy,4.3,550 reviews,35.5 total hours,All Levels
From 0 to 1: Design Patterns - 24 That Matter - In Java,Loony Corn,https://www.udemy.com/course/from-0-to-1-design-patterns/,"An intensely practical, deeply thoughtful and quirky look at 24 Design Patterns. Instructors are ex-Google, Stanford.",3.4,550 reviews,11.5 total hours,All Levels
Blockchain Web Development on Ethereum,Tomas Mikula,https://www.udemy.com/course/complete-blockchain-web-application-course-on-ethereum/,The only course you need to learn development of decentralized web application powered by Ethereum blockchain!,4.1,550 reviews,3 total hours,Beginner
"Modern Computer Vision™ PyTorch, Tensorflow2 Keras & OpenCV4",Rajeev D. Ratan,https://www.udemy.com/course/modern-computer-vision/,"Using Python Learn OpenCV4, CNNs, Detectron2, YOLOv5, GANs, Tracking, Segmentation, Face Recognition & Siamese Networks",4.5,549 reviews,27.5 total hours,All Levels
Alteryx Designer Core Certification + Practice Tests-9 Hours,Step2C Education,https://www.udemy.com/course/alteryx-designer-core-certification-prep/,"Pass Alteryx Designer Core Certification & Alteryx micro credential Certification exam. 2 courses in 1, Updated Oct-2022",3.9,549 reviews,11 total hours,Beginner
Advanced React For Enterprise: React for senior engineers,Kati Frantz,https://www.udemy.com/course/react-for-senior-engineers/,"A practical deep dive into building, scaling and maintaining high-quality design systems for software engineers.",4.5,549 reviews,6 total hours,Intermediate
Performance Testing Using Locust 1.0,Anuradha Agarwal,https://www.udemy.com/course/performance-testing-using-locust/,Learn Python based Modern Load Testing Framework !,3.7,548 reviews,7.5 total hours,All Levels
"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",Le Deng,https://www.udemy.com/course/build-angular-2-complete-e-comerce-app-java-spring-mysql/,A Comprehensive Project with Step-By-Step Guide on latest Angular 2 Ecosystem and Java Spring Framework Ecosystem,2.9,548 reviews,20.5 total hours,All Levels
Crash course: Data analytics in Python using Pandas,Kieran Keene,https://www.udemy.com/course/python-analytics/,Let's get to grips with the Python Pandas library for data analytics / analysis,4.5,548 reviews,1 total hour,Beginner
CSS Crash Course For Beginners,PROPER DOT INSTITUTE,https://www.udemy.com/course/css-crash-course-for-beginners-g/,Learn CSS With Practical Demonstrations,4.2,548 reviews,1 total hour,Beginner
The Ultimate HTML Developer 2020 Edition,Kalob Taulien,https://www.udemy.com/course/the-ultimate-html-developer/,Learn HTML/HTML5 from scratch. Practice tasks and tests included. This is a beginner-friendly course!,4.8,548 reviews,10 total hours,Beginner
Load Testing Using HP LoadRunner 12,Mentors Net,https://www.udemy.com/course/loadrunner12/,In this course we will use HP LoadRunner 12 to load test a web application.,4.3,547 reviews,11 total hours,All Levels
Computer Vision Masterclass,"Jones Granatyr, Ligency I Team, Ligency Team, Gabriel Alves, IA Expert Academy",https://www.udemy.com/course/computer-vision-masterclass/,Learn in practice everything you need to know about Computer Vision! Build projects step by step using Python!,4.3,546 reviews,25.5 total hours,All Levels
Data Science and Machine Learning using Python - A Bootcamp,"Dr. Junaid Qazi, PhD",https://www.udemy.com/course/data-science-and-machine-learning-using-python-bootcamp-qazi/,Numpy Pandas Matplotlib Seaborn Ploty Machine Learning Scikit-Learn Data Science Recommender system NLP Theory Hands-on,4.1,545 reviews,25 total hours,All Levels
Build Amazing Apps With ANGULAR and ASP.NET Core REST API,Sameer Saini,https://www.udemy.com/course/real-world-app-angular-aspnet-core-web-api-and-sql/,Create a UI Application using Angular and a REST Web API using ASP.NET Core and create a real world full stack app,4.5,545 reviews,8 total hours,Beginner
Intermediate iOS - Get Job Ready with Swift 2,"Nick Walter, Mark Wahlbeck",https://www.udemy.com/course/intermediate-ios/,"Your beginner course got your started on iOS, this course will take you to the next level. Master making iPhone apps",3.5,545 reviews,24 total hours,Intermediate
"Full Stack Web Development with C# OOP, MS SQL & ASP.NET MVC",Oak Academy,https://www.udemy.com/course/full-stack-web-development-with-c-oop-ms-sql-aspnet-mvc/,"Web development with C#, ASP.NET MVC, MS SQL, C# OOP. All gathered for full stack web development in one course!",4.2,545 reviews,41 total hours,All Levels
